web-scraper-order,web-scraper-start-url,chiens_links,chiens_links-href,nom,prix,adresse,image_links-src
"1752766273-451","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3707531","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993341_uploaded_image1_1728920307.jpg"
"1752766275-452","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins 1 jour","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-1-jour-3712620","Poussins 1 jour","25 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3712620_uploaded_image1_1653566057.jpg"
"1752766278-453","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3713086","Poussins","27 500 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290482_uploaded_image1_1689101216.jpg"
"1752766280-454","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3717493","Poussins","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3717493_uploaded_image1_1653911809.jpg"
"1752766283-455","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3719067","Poulet de chair","2 500 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg"
"1752766285-456","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahmane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahmane-3725108","Coq Brahmane","45 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3725108_uploaded_image1_1654262429.jpg"
"1752766288-457","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons voyageurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3726420","Pigeons voyageurs","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4662603_uploaded_image1_1711547811.jpg"
"1752766294-458","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Cochins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochins-3738020","Poussins Cochins","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290482_uploaded_image1_1689101216.jpg"
"1752766297-459","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-chair-3756839","Poussins chair","28 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756839_uploaded_image1_1656080074.jpg"
"1752766299-460","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nain-3756850","Lapins nain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg"
"1752766301-461","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3762877","Lapin","20 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5364052_uploaded_image1_1749295289.jpg"
"1752766304-462","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3778360","Lapins","15 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5119498_uploaded_image1_1736025924.jpg"
"1752766306-463","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple lapin nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-nain-3779800","Couple lapin nain","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3779800_uploaded_image1_1657474190.jpg"
"1752766309-464","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets Hollande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-hollande-3788366","Poulets Hollande","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3788366_uploaded_image1_1658082013.jpg"
"1752766311-465","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets frais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-frais-3749412","Poulets frais","3 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3749412_uploaded_image1_1655656513.jpg"
"1752766314-466","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet d'ornement","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-dornement-3795149","Poulet d'ornement","Prix sur demande","Rufisque, Sénégal",""
"1752766316-467","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-3795801","Lapin nain","60 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3795801_uploaded_image1_1658525928.jpg"
"1752766318-468","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3799302","Poules","2 800 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg"
"1752766321-469","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Femelles Manteau Opal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelles-manteau-opal-3802372","Femelles Manteau Opal","35 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3802372_uploaded_image1_1658943727.jpg"
"1752766323-470","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3803358","Poule Brahma","110 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg"
"1752766326-471","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-3803369","Poule Brahman","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg"
"1752766328-472","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Femelle herminé pur sang","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-hermine-pur-sang-3807013","Femelle herminé pur sang","45 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3807013_uploaded_image1_1659264761.jpg"
"1752766331-473","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3809817","Poulets","3 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1752766333-474","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3812639","Poulet de chair","3 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3812639_uploaded_image1_1659524524.jpg"
"1752766336-475","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3813508","Lapins","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5401057_uploaded_image1_1751388683.jpg"
"1752766338-476","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Opal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-opal-3817370","Pigeon Opal","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_3817370_uploaded_image1_1659739915.jpg"
"1752766340-477","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3818707","Poulets","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg"
"1752766343-478","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons espagnols","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-espagnols-3818867","Pigeons espagnols","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg"
"1752766345-479","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons portugais espagnols","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-portugais-espagnols-3818868","Pigeons portugais espagnols","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg"
"1752766347-480","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3820323","Poulet de chair","3 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3820323_uploaded_image1_1659956851.jpg"
"1752766350-481","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3820532","Poulets","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg"
"1752766353-482","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3829942","Pigeons voyageurs","2 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5180652_uploaded_image1_1739276152.jpg"
"1752766356-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Diamant Mandarin Huppé","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/diamant-mandarin-huppe-3841798","Diamant Mandarin Huppé","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg"
"1752766358-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3856160","Pigeon voyageur","7 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg"
"1752766360-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3856165","Pigeon","3 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg"
"1752766363-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin pintade","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-pintade-3859176","Poussin pintade","1 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3859176_uploaded_image1_1662124807.jpg"
"1752766365-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Brahmans Herminé et Cochins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmans-hermine-et-cochins-3868279","Brahmans Herminé et Cochins","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3868279_uploaded_image1_1662589600.jpg"
"1752766368-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-chair-3869035","Poulet chair","4 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3869035_uploaded_image1_1662638536.jpg"
"1752766371-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Bleues Hollandaises","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-bleues-hollandaises-3879015","Poussins Bleues Hollandaises","1 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879015_uploaded_image1_1663241115.jpg"
"1752766374-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Bleues d’Hollandes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bleues-dhollandes-3879030","Bleues d’Hollandes","15 000 CFA","Mbao, Dakar, Sénégal",""
"1752766377-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins de caille","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-caille-3882380","Poussins de caille","500 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3882380_uploaded_image1_1663498641.jpg"
"1752766379-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3911548","Pigeon","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911548_uploaded_image1_1665233800.jpg"
"1752766381-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin mâle engoura","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-male-engoura-3911550","Lapin mâle engoura","20 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1752766384-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3916214","Pigeons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5413052_uploaded_image1_1751987610.jpg"
"1752766387-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin male Fauve","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-male-fauve-3934536","Lapin male Fauve","65 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3934536_uploaded_image1_1666646311.jpg"
"1752766389-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3937288","Lapin","25 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3937288_uploaded_image1_1666813728.jpg"
"1752766391-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Paire Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-brahma-3941235","Paire Brahma","80 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3941235_uploaded_image1_1667077382.jpg"
"1752766394-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq choie & bramane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-choie-et-bramane-3956033","Coq choie & bramane","50 000 CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3956033_uploaded_image1_1667909977.jpg"
"1752766396-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3956250","Poussins","30 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3956250_uploaded_image1_1667916487.jpg"
"1752766399-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Pan Indien","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-pan-indien-3958692","Pigeons Pan Indien","30 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958692_uploaded_image1_1668044083.jpg"
"1752766401-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin dinde chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-dinde-chair-3981127","Poussin dinde chair","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981127_uploaded_image1_1669459933.jpg"
"1752766404-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin bleu holande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-bleu-holande-3981130","Poussin bleu holande","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981130_uploaded_image1_1669460038.jpg"
"1752766406-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Mâle Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-brahma-3983729","Mâle Brahma","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3259880_uploaded_image1_1628000666.jpg"
"1752766409-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3986519","Pigeon Mondain","85 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3986519_uploaded_image1_1669815997.jpg"
"1752766411-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3989311","Pigeons","80 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664901_uploaded_image1_1711663618.jpg"
